name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,enrollment
Edgewood College,Wisconsin,WI,Private,4 Year,11020.0,29500,40520,29500,40520,15.0,Wisconsin,49500.0,87500.0,54.0,5.0,5515.0
EDIC College,,PR,For Profit,2 Year,,7065,7065,7065,7065,,,,,,,
Edinboro University of Pennsylvania,Pennsylvania,PA,Public,4 Year,9408.0,10543,19951,15062,24470,,,,,,,12023.0
Edison State Community College,Ohio,OH,Public,2 Year,,4699,4699,8608,8608,,,,,,,5233.0
Edmonds Community College,Washington,WA,Public,2 Year,7400.0,4471,11871,4471,11871,,,,,,,16557.0
EDP University of Puerto Rico: San Sebastian,,PR,For Profit,4 Year,,5940,5940,5940,5940,,,,,,,
Edward Waters College,Florida,FL,Private,4 Year,7282.0,13725,21007,13725,21007,,,,,,,2233.0
El Camino College,California,CA,Public,2 Year,,1419,1419,9519,9519,,,,,,,56931.0
El Centro College,Texas,TX,Public,2 Year,,1770,1770,5220,5220,,,,,,,25549.0
El Paso Community College,Texas,TX,Public,2 Year,,3540,3540,6060,6060,,,,,,,69634.0
Elgin Community College,Illinois,IL,Public,2 Year,,3972,3972,14946,14946,,,,,,,22569.0
Elizabeth City State University,North Carolina,NC,Public,4 Year,8840.0,3194,12034,7194,16034,,,,,,,4393.0
Elizabethtown College,Pennsylvania,PA,Private,4 Year,11370.0,46940,58310,46940,58310,,,,,,,3160.0
Elizabethtown Community and Technical College,Kentucky,KY,Public,2 Year,,5310,5310,18000,18000,,,,,,,12276.0
Ellsworth Community College,Iowa,IA,Public,2 Year,5970.0,5970,11940,7140,13110,,,,,,,1643.0
Elmhurst College,Illinois,IL,Private,4 Year,10366.0,37055,47421,37055,47421,,,,,,,6108.0
Elmira Business Institute,New York,NY,For Profit,2 Year,,14850,14850,14850,14850,,,,,,,769.0
Elmira Business Institute: Vestal,New York,NY,For Profit,2 Year,,14850,14850,14850,14850,,,,,,,
Elmira College,New York,NY,Private,4 Year,12000.0,41900,53900,41900,53900,,,,,,,2674.0
Elms College,Massachusetts,MA,Private,4 Year,13108.0,35788,48896,35788,48896,,,,,,,3336.0
Elon University,North Carolina,NC,Private,4 Year,12230.0,35319,47549,35319,47549,6.0,North-Carolina,53600.0,93700.0,43.0,7.0,11334.0
Embry-Riddle Aeronautical University: Daytona Beach Campus,Florida,FL,Private,4 Year,11438.0,35814,47252,35814,47252,,,,,,,
Embry-Riddle Aeronautical University: Prescott Campus,Arizona,AZ,Private,4 Year,11394.0,35654,47048,35654,47048,,,,,,,
Embry-Riddle Aeronautical University: Worldwide Campus,Florida,FL,Private,4 Year,,9360,9360,9360,9360,,,,,,,
Emerson College,Massachusetts,MA,Private,4 Year,17690.0,46852,64542,46852,64542,,,,,,,8383.0
Emmanuel College,Georgia,GA,Private,4 Year,8136.0,20292,28428,20292,28428,,,,,,,
Emmanuel College,Massachusetts,MA,Private,4 Year,14994.0,39804,54798,39804,54798,,,,,,,
Emmaus Bible College,Iowa,IA,Private,4 Year,8500.0,18400,26900,18400,26900,,,,,,,375.0
Emory & Henry College,Virginia,VA,Private,4 Year,12100.0,35135,47235,35135,47235,,,,,,,1721.0
Emory University,Georgia,GA,Private,4 Year,14456.0,51306,65762,51306,65762,2.0,Georgia,62000.0,110800.0,44.0,20.0,28119.0
Empire College,California,CA,For Profit,2 Year,,11070,11070,11070,11070,,,,,,,
Emporia State University,Kansas,KS,Public,4 Year,8912.0,6758,15670,20675,29587,19.0,Kansas,43500.0,78000.0,60.0,9.0,10937.0
Endicott College,Massachusetts,MA,Private,4 Year,15726.0,33050,48776,33050,48776,,,,,,,7751.0
Enterprise State Community College,Alabama,AL,Public,2 Year,,4500,4500,8130,8130,,,,,,,3610.0
Erie Community College,New York,NY,Public,2 Year,,5686,5686,10586,10586,,,,,,,
Erskine College,South Carolina,SC,Private,4 Year,10900.0,34560,45460,34560,45460,12.0,South-Carolina,43500.0,78000.0,57.0,28.0,1237.0
Escuela de Artes Plasticas de Puerto Rico,,PR,Public,4 Year,,4002,4002,6702,6702,,,,,,,
Essex County College,New Jersey,NJ,Public,2 Year,,4995,4995,8790,8790,,,,,,,27017.0
Estrella Mountain Community College,Arizona,AZ,Public,2 Year,,2580,2580,9810,9810,,,,,,,20411.0
ETI Technical College of Niles,Ohio,OH,For Profit,2 Year,,10653,10653,10653,10653,,,,,,,280.0
Eugene Lang College The New School for Liberal Arts,New York,NY,Private,4 Year,18000.0,48191,66191,48191,66191,,,,,,,
Eureka College,Illinois,IL,Private,4 Year,9620.0,25390,35010,25390,35010,,,,,,,1117.0
Evangel University,Missouri,MO,Private,4 Year,8522.0,23296,31818,23296,31818,,,,,,,3413.0
Everett Community College,Washington,WA,Public,2 Year,8500.0,4417,12917,4417,12917,,,,,,,13568.0
Everglades University,Florida,FL,Private,4 Year,,17145,17145,17145,17145,,,,,,,
Evergreen State College,Washington,WA,Public,4 Year,11346.0,7949,19295,26459,37805,,,,,,,7618.0
Evergreen Valley College,California,CA,Public,2 Year,,1416,1416,8526,8526,,,,,,,21807.0
Fairfield University,Connecticut,CT,Private,4 Year,14710.0,48350,63060,48350,63060,4.0,Connecticut,62300.0,116900.0,41.0,17.0,8881.0
Fairleigh Dickinson University: College at Florham,New Jersey,NJ,Private,4 Year,13392.0,42618,56010,42618,56010,,,,,,,
Fairleigh Dickinson University: Metropolitan Campus,New Jersey,NJ,Private,4 Year,13348.0,40236,53584,40236,53584,,,,,,,
Fairmont State University,West Virginia,WV,Public,4 Year,9004.0,7514,16518,16324,25328,14.0,West-Virginia,42900.0,74100.0,53.0,7.0,6712.0
Faith Baptist Bible College and Theological Seminary,Iowa,IA,Private,4 Year,6800.0,16876,23676,16876,23676,,,,,,,461.0
Family of Faith College,Oklahoma,OK,Private,4 Year,2400.0,6400,8800,6400,8800,,,,,,,46.0
Fashion Institute of Technology,New York,NY,Public,4 Year,14480.0,5740,20220,15520,30000,,,,,,,21901.0
Faulkner University,Alabama,AL,Private,4 Year,7750.0,21690,29440,21690,29440,21.0,Alabama,39400.0,71300.0,61.0,2.0,7011.0
Fayetteville State University,North Carolina,NC,Public,4 Year,8236.0,4915,13151,16523,24759,,,,,,,14477.0
Fayetteville Technical Community College,North Carolina,NC,Public,2 Year,,2392,2392,8152,8152,,,,,,,26550.0
Feather River College,California,CA,Public,2 Year,5350.0,1461,6811,8511,13861,,,,,,,3109.0
Felician University,New Jersey,NJ,Private,4 Year,12880.0,34315,47195,34315,47195,11.0,New-Jersey,53200.0,98200.0,51.0,10.0,4438.0
Ferris State University,Michigan,MI,Public,4 Year,9894.0,12630,22524,12630,22524,17.0,Michigan,50000.0,89300.0,50.0,8.0,24648.0
Ferrum College,Virginia,VA,Private,4 Year,11500.0,34175,45675,34175,45675,25.0,Virginia,43000.0,80600.0,54.0,6.0,2735.0
Fiath International University,Washington,WA,Private,4 Year,,7650,7650,7650,7650,,,,,,,
Finger Lakes Community College,New York,NY,Public,2 Year,9737.0,5158,14895,7450,17187,,,,,,,11533.0
Finlandia University,Michigan,MI,Private,4 Year,8800.0,22758,31558,22758,31558,,,,,,,837.0
Fisher College,Massachusetts,MA,Private,4 Year,15926.0,31384,47310,31384,47310,,,,,,,3624.0
Fisk University,Tennessee,TN,Private,4 Year,10790.0,21480,32270,21480,32270,11.0,Tennessee,45300.0,83600.0,53.0,39.0,1948.0
Fitchburg State University,Massachusetts,MA,Public,4 Year,10922.0,10355,21277,16435,27357,,,,,,,12245.0
Five Towns College,New York,NY,For Profit,4 Year,12820.0,21640,34460,21640,34460,,,,,,,1212.0
Flagler College,Florida,FL,Private,4 Year,11340.0,18950,30290,18950,30290,,,,,,,
Flathead Valley Community College,Montana,MT,Public,2 Year,,4638,4638,11778,11778,,,,,,,3562.0
Florence-Darlington Technical College,South Carolina,SC,Public,2 Year,,5540,5540,8210,8210,,,,,,,13663.0
Florida Agricultural and Mechanical University,Florida,FL,Public,4 Year,10594.0,5827,16421,17768,28362,25.0,Florida,48000.0,83900.0,62.0,8.0,
Florida Atlantic University,Florida,FL,Public,4 Year,11896.0,6039,17935,21595,33491,11.0,Florida,49400.0,91200.0,51.0,15.0,62842.0
Florida College,Florida,FL,Private,4 Year,8370.0,17142,25512,17142,25512,,,,,,,927.0
Florida Gateway College,Florida,FL,Public,2 Year,,3100,3100,11747,11747,,,,,,,5317.0
Florida Gulf Coast University,Florida,FL,Public,4 Year,10156.0,6118,16274,25162,35318,,,,,,,27012.0
Florida Institute of Technology,Florida,FL,Private,4 Year,12880.0,41850,54730,41850,54730,3.0,Florida,58300.0,105400.0,53.0,48.0,9711.0
Florida International University,Florida,FL,Public,4 Year,10882.0,6558,17440,18956,29838,13.0,Florida,49600.0,90100.0,51.0,16.0,117130.0
Florida Keys Community College,Florida,FL,Public,2 Year,10200.0,3277,13477,13162,23362,,,,,,,1762.0
Florida Memorial University,Florida,FL,Private,4 Year,7816.0,15536,23352,15536,23352,,,,,,,3661.0
Florida National University,Florida,FL,For Profit,2 Year,,13800,13800,13800,13800,,,,,,,
Florida Southern College,Florida,FL,Private,4 Year,11650.0,36348,47998,36348,47998,,,,,,,4952.0
Florida SouthWestern State College,Florida,FL,Public,2 Year,9000.0,3401,12401,13944,22944,,,,,,,
Florida State College at Jacksonville,Florida,FL,Public,2 Year,,3146,3146,12038,12038,,,,,,,50682.0
Florida State University,Florida,FL,Public,4 Year,10816.0,6516,17332,21683,32499,8.0,Florida,50800.0,92700.0,49.0,18.0,76109.0
Folsom Lake College,California,CA,Public,2 Year,,1450,1450,9580,9580,,,,,,,15359.0
Fond du Lac Tribal and Community College,Minnesota,MN,Public,2 Year,3598.0,5258,8856,5258,8856,,,,,,,3902.0
Fontbonne University,Missouri,MO,Private,4 Year,10530.0,26340,36870,26340,36870,,,,,,,3497.0
Foothill College,California,CA,Public,2 Year,,1499,1499,9419,9419,,,,,,,30874.0
Fordham University,New York,NY,Private,4 Year,17969.0,52687,70656,52687,70656,17.0,New-York,58700.0,112500.0,38.0,10.0,28589.0
Forrest Junior College,South Carolina,SC,For Profit,2 Year,,8700,8700,8700,8700,,,,,,,
Forsyth Technical Community College,North Carolina,NC,Public,2 Year,,2446,2446,8206,8206,,,,,,,18406.0
Fort Hays State University,Kansas,KS,Public,4 Year,8300.0,5133,13433,15201,23501,16.0,Kansas,45100.0,79300.0,64.0,6.0,24065.0
Fort Lewis College,Colorado,CO,Public,4 Year,9878.0,9040,18918,19696,29574,13.0,Colorado,48300.0,82600.0,55.0,19.0,7202.0
Fort Peck Community College,Montana,MT,Public,2 Year,6075.0,2520,8595,2520,8595,,,,,,,862.0
Fort Scott Community College,Kansas,KS,Public,2 Year,5770.0,2880,8650,3330,9100,,,,,,,3069.0
Fort Valley State University,Georgia,GA,Public,4 Year,8372.0,6664,15036,19740,28112,,,,,,,6645.0
Fox Valley Technical College,Wisconsin,WI,Public,2 Year,,4565,4565,6578,6578,,,,,,,16822.0
Framingham State University,Massachusetts,MA,Public,4 Year,12306.0,10335,22641,16415,28721,,,,,,,12191.0
Francis Marion University,South Carolina,SC,Public,4 Year,7948.0,11160,19108,21544,29492,13.0,South-Carolina,42900.0,77600.0,58.0,18.0,8645.0
Franciscan University of Steubenville,Ohio,OH,Private,4 Year,8500.0,27630,36130,27630,36130,,,,,,,4732.0
Frank Phillips College,Texas,TX,Public,2 Year,5040.0,2838,7878,3850,8890,,,,,,,2439.0
Franklin & Marshall College,Pennsylvania,PA,Private,4 Year,14050.0,56750,70800,56750,70800,,,,,,,3786.0
Franklin College,Indiana,IN,Private,4 Year,9946.0,32010,41956,32010,41956,16.0,Indiana,48900.0,86200.0,45.0,21.0,
Franklin Pierce University,New Hampshire,NH,Private,4 Year,13345.0,36900,50245,36900,50245,7.0,New-Hampshire,47800.0,85600.0,52.0,3.0,3788.0
Franklin University,Ohio,OH,Private,4 Year,,15805,15805,15805,15805,,,,,,,10785.0
Franklin W. Olin College of Engineering,Massachusetts,MA,Private,4 Year,16300.0,53736,70036,53736,70036,,,,,,,606.0
Frederick Community College,Maryland,MD,Public,2 Year,,4457,4457,11627,11627,,,,,,,11290.0
Freed-Hardeman University,Tennessee,TN,Private,4 Year,8260.0,21950,30210,21950,30210,20.0,Tennessee,43700.0,78200.0,54.0,9.0,3268.0
Fremont College,California,CA,For Profit,2 Year,,36400,36400,36400,36400,,,,,,,960.0
Fresno City College,California,CA,Public,2 Year,,1420,1420,9160,9160,,,,,,,50832.0
Fresno Pacific University,California,CA,Private,4 Year,8676.0,31452,40128,31452,40128,,,,,,,7672.0
Friends University,Kansas,KS,Private,4 Year,7972.0,28415,36387,28415,36387,21.0,Kansas,44700.0,76500.0,59.0,14.0,3439.0
Front Range Community College,Colorado,CO,Public,2 Year,,3986,3986,15074,15074,,,,,,,33925.0
Frostburg State University,Maryland,MD,Public,4 Year,10202.0,9172,19374,22892,33094,21.0,Maryland,49600.0,87000.0,48.0,19.0,10647.0
Fullerton College,California,CA,Public,2 Year,,1445,1445,9185,9185,,,,,,,56094.0
Fulton-Montgomery Community College,New York,NY,Public,2 Year,11870.0,5460,17330,10060,21930,,,,,,,4644.0
Furman University,South Carolina,SC,Private,4 Year,12712.0,49532,62244,49532,62244,,,,,,,5099.0
Gadsden State Community College,Alabama,AL,Public,2 Year,3600.0,4800,8400,8430,12030,,,,,,,9821.0
Gallaudet University,,DC,Private,4 Year,14100.0,17038,31138,17038,31138,,,,,,,
Galveston College,Texas,TX,Public,2 Year,,2050,2050,4600,4600,,,,,,,4360.0
Gannon University,Pennsylvania,PA,Private,4 Year,12650.0,32136,44786,32136,44786,,,,,,,7229.0
Garden City Community College,Kansas,KS,Public,2 Year,5450.0,3120,8570,3690,9140,,,,,,,4146.0
Gardner-Webb University,North Carolina,NC,Private,4 Year,10390.0,31220,41610,31220,41610,,,,,,,8579.0
Garrett College,Maryland,MD,Public,2 Year,8275.0,4380,12655,9870,18145,,,,,,,1285.0
Gaston College,North Carolina,NC,Public,2 Year,,2386,2386,8146,8146,,,,,,,10909.0
Gateway Community and Technical College,Kentucky,KY,Public,2 Year,,5350,5350,18040,18040,,,,,,,7600.0
Gateway Community College,Connecticut,CT,Public,2 Year,,4404,4404,13644,13644,,,,,,,12391.0
GateWay Community College,Arizona,AZ,Public,2 Year,,2580,2580,9810,9810,,,,,,,
Gateway Technical College,Wisconsin,WI,Public,2 Year,,4026,4026,6039,6039,,,,,,,14254.0
Gavilan College,California,CA,Public,2 Year,,1418,1418,8408,8408,,,,,,,12124.0
Genesee Community College,New York,NY,Public,2 Year,8720.0,4640,13360,5240,13960,,,,,,,12138.0
Geneva College,Pennsylvania,PA,Private,4 Year,10170.0,26730,36900,26730,36900,,,,,,,2855.0
George C. Wallace Community College at Dothan,Alabama,AL,Public,2 Year,,4680,4680,8550,8550,,,,,,,
George C. Wallace State Community College at Selma,Alabama,AL,Public,2 Year,,4440,4440,4440,4440,,,,,,,
George Fox University,Oregon,OR,Private,4 Year,11250.0,36020,47270,36020,47270,13.0,Oregon,51200.0,89600.0,52.0,8.0,6601.0
George Mason University,Virginia,VA,Public,4 Year,11460.0,12462,23922,35922,47382,8.0,Virginia,58900.0,105700.0,48.0,23.0,64829.0
George Washington University,,DC,Private,4 Year,13850.0,55230,69080,55230,69080,,,,,,,
Georgetown College,Kentucky,KY,Private,4 Year,9780.0,38650,48430,38650,48430,9.0,Kentucky,45000.0,81900.0,54.0,10.0,2205.0
Georgetown University,,DC,Private,4 Year,16509.0,54104,70613,54104,70613,,,,,,,
Georgia College and State University,Georgia,GA,Public,4 Year,11016.0,9346,20362,28060,39076,,,,,,,12030.0
Georgia Gwinnett College,Georgia,GA,Public,4 Year,12870.0,6124,18994,18552,31422,,,,,,,23141.0
Georgia Highlands College,Georgia,GA,Public,2 Year,,3844,3844,11590,11590,,,,,,,10308.0
Georgia Institute of Technology,Georgia,GA,Public,4 Year,11884.0,12424,24308,33020,44904,,,,,,,36966.0
Georgia Military College,Georgia,GA,Public,2 Year,,6120,6120,6120,6120,,,,,,,15449.0
Georgia Northwestern Technical College,Georgia,GA,Public,2 Year,,3460,3460,6258,6258,,,,,,,10736.0
Georgia Perimeter College,Georgia,GA,Public,2 Year,,3860,3860,11606,11606,,,,,,,
Georgia Piedmont Technical College,Georgia,GA,Public,2 Year,,3454,3454,6124,6124,,,,,,,10003.0
Georgia Southern University,Georgia,GA,Public,4 Year,10070.0,7422,17492,20904,30974,8.0,Georgia,49000.0,88000.0,49.0,17.0,38491.0
Georgia Southwestern State University,Georgia,GA,Public,4 Year,8120.0,6336,14456,19412,27532,,,,,,,5257.0
Georgia State University,Georgia,GA,Public,4 Year,11378.0,10858,22236,29432,40810,7.0,Georgia,50600.0,90800.0,47.0,18.0,71100.0
Georgian Court University,New Jersey,NJ,Private,4 Year,10808.0,32876,43684,32876,43684,,,,,,,
Germanna Community College,Virginia,VA,Public,2 Year,,4913,4913,10841,10841,,,,,,,14004.0
Gettysburg College,Pennsylvania,PA,Private,4 Year,13010.0,54480,67490,54480,67490,12.0,Pennsylvania,58400.0,109300.0,39.0,24.0,4047.0
Glen Oaks Community College,Michigan,MI,Public,2 Year,,4440,4440,7350,7350,,,,,,,1927.0
Glendale Community College,California,CA,Public,2 Year,,1451,1451,8381,8381,,,,,,,
Glendale Community College,Arizona,AZ,Public,2 Year,,2580,2580,9840,9840,,,,,,,
Glenville State College,West Virginia,WV,Public,4 Year,,7327,7327,16565,16565,17.0,West-Virginia,37400.0,67700.0,60.0,3.0,2837.0
Global University,Missouri,MO,Private,4 Year,,4770,4770,4770,4770,,,,,,,
God's Bible School and College,Ohio,OH,Private,4 Year,,4270,4270,4270,4270,,,,,,,475.0
Goddard College,Vermont,VT,Private,4 Year,1698.0,16586,18284,16586,18284,10.0,Vermont,42700.0,76900.0,,0.0,980.0
Gogebic Community College,Michigan,MI,Public,2 Year,5600.0,4924,10524,7373,12973,,,,,,,1874.0
Golden Gate University,California,CA,Private,4 Year,,15840,15840,15840,15840,,,,,,,5579.0
Golden West College,California,CA,Public,2 Year,,1452,1452,9552,9552,,,,,,,27185.0
Goldey-Beacom College,Delaware,DE,Private,4 Year,6400.0,24300,30700,24300,30700,2.0,Delaware,49800.0,86900.0,42.0,25.0,3209.0
Goldfarb School of Nursing at Barnes-Jewish College,Missouri,MO,Private,4 Year,,21150,21150,21150,21150,,,,,,,1445.0
Gonzaga University,Washington,WA,Private,4 Year,11944.0,43210,55154,43210,55154,4.0,Washington,57800.0,107600.0,51.0,19.0,12862.0
Good Samaritan College of Nursing and Health Science,Ohio,OH,Private,2 Year,,15959,15959,15959,15959,,,,,,,731.0
Goodwin College,Connecticut,CT,Private,2 Year,,20888,20888,20888,20888,,,,,,,7824.0
Gordon College,Massachusetts,MA,Private,4 Year,11070.0,37400,48470,37400,48470,,,,,,,
Gordon State College,Georgia,GA,Public,2 Year,6656.0,4292,10948,12714,19370,,,,,,,
Goshen College,Indiana,IN,Private,4 Year,10650.0,33700,44350,33700,44350,,,,,,,1528.0
Goucher College,Maryland,MD,Private,4 Year,14506.0,44300,58806,44300,58806,17.0,Maryland,49400.0,90600.0,42.0,11.0,4100.0
Governors State University,Illinois,IL,Public,4 Year,10346.0,12196,22542,21586,31932,,,,,,,12776.0
Grace Bible College,Michigan,MI,Private,4 Year,7700.0,19950,27650,19950,27650,,,,,,,1282.0
Grace College,Indiana,IN,Private,4 Year,9134.0,24768,33902,24768,33902,,,,,,,
Grace University,Nebraska,NE,Private,4 Year,6912.0,23030,29942,23030,29942,,,,,,,830.0
Graceland University,Iowa,IA,Private,4 Year,8760.0,29240,38000,29240,38000,,,,,,,
Grambling State University,Louisiana,LA,Public,4 Year,7192.0,7435,14627,16458,23650,21.0,Louisiana,43100.0,73100.0,66.0,10.0,11516.0
Grand Canyon University,Arizona,AZ,For Profit,4 Year,10100.0,27090,37190,27090,37190,,,,,,,136625.0
Grand Rapids Community College,Michigan,MI,Public,2 Year,,3879,3879,11319,11319,,,,,,,27748.0
Grand Valley State University,Michigan,MI,Public,4 Year,8690.0,12484,21174,17762,26452,,,,,,,43763.0
Grand View University,Iowa,IA,Private,4 Year,9178.0,27608,36786,27608,36786,,,,,,,3595.0
Granite State College,New Hampshire,NH,Public,4 Year,,9645,9645,10875,10875,13.0,New-Hampshire,43500.0,76900.0,67.0,3.0,3995.0
Grantham University,Kansas,KS,For Profit,4 Year,,6540,6540,6540,6540,,,,,,,24682.0
Gratz College,Pennsylvania,PA,Private,4 Year,,17630,17630,17630,17630,,,,,,,1103.0
Grays Harbor College,Washington,WA,Public,2 Year,,4620,4620,5043,5043,,,,,,,3563.0
Grayson College,Texas,TX,Public,2 Year,5700.0,3600,9300,6120,11820,,,,,,,8748.0
Great Basin College,Nevada,NV,Public,4 Year,3366.0,3128,6494,9542,12908,,,,,,,5781.0
Great Bay Community College,New Hampshire,NH,Public,2 Year,,7200,7200,15450,15450,,,,,,,3495.0
Great Falls College Montana State University,Montana,MT,Public,2 Year,,3386,3386,10278,10278,,,,,,,
Great Lakes Christian College,Michigan,MI,Private,4 Year,8800.0,17220,26020,17220,26020,,,,,,,264.0
Green Mountain College,Vermont,VT,Private,4 Year,11722.0,37002,48724,37002,48724,12.0,Vermont,42000.0,75200.0,57.0,2.0,1396.0
Green River College,Washington,WA,Public,4 Year,,4581,4581,4581,4581,,,,,,,
Greenfield Community College,Massachusetts,MA,Public,2 Year,,6932,6932,14582,14582,,,,,,,3782.0
Greensboro College,North Carolina,NC,Private,4 Year,10800.0,29140,39940,29140,39940,,,,,,,1731.0
Greenville Technical College,South Carolina,SC,Public,2 Year,,5580,5580,11100,11100,,,,,,,24210.0
Greenville University,Illinois,IL,Private,4 Year,9048.0,27152,36200,27152,36200,,,,,,,
Grinnell College,Iowa,IA,Private,4 Year,12810.0,52392,65202,52392,65202,4.0,Iowa,53400.0,96500.0,49.0,41.0,3120.0
Grossmont College,California,CA,Public,2 Year,,1418,1418,9158,9158,,,,,,,37967.0
Grove City College,Pennsylvania,PA,Private,4 Year,9770.0,17930,27700,17930,27700,24.0,Pennsylvania,54400.0,98400.0,53.0,29.0,
Guam Community College,,GU,Public,2 Year,,4194,4194,4944,4944,,,,,,,
Guilford College,North Carolina,NC,Private,4 Year,11200.0,38250,49450,38250,49450,,,,,,,4011.0
Guilford Technical Community College,North Carolina,NC,Public,2 Year,,2333,2333,8093,8093,,,,,,,26356.0
Gulf Coast State College,Florida,FL,Public,2 Year,,2963,2963,10791,10791,,,,,,,11032.0
Gupton Jones College of Funeral Service,Georgia,GA,Private,2 Year,,11750,11750,11750,11750,,,,,,,335.0
Gustavus Adolphus College,Minnesota,MN,Private,4 Year,9910.0,45400,55310,45400,55310,7.0,Minnesota,51200.0,96800.0,47.0,22.0,4102.0
Gutenberg College,Oregon,OR,Private,4 Year,5000.0,13650,18650,13650,18650,,,,,,,
Gwinnett College,Georgia,GA,For Profit,2 Year,,9850,9850,9850,9850,,,,,,,876.0
